street,suburb,government_area,market,country,country_code,type,Latitude,Longitude,is_location_exact
"New York, NY, United States",Manhattan,Upper West Side,New York,United States,US,Point,40.79962,-73.96523,False
"Brooklyn, NY, United States",Greenpoint,Greenpoint,New York,United States,US,Point,40.72778,-73.94472,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Catete,Catete,Rio De Janeiro,Brazil,BR,Point,-22.92638234778768,-43.18015675229857,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Lagoa,Lagoa,Rio De Janeiro,Brazil,BR,Point,-22.971950988341874,-43.205047082633435,True
"Montréal, Québec, Canada",Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,Point,45.54548,-73.54949,False
"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28158,114.15027,True
"Barcelona, Catalunya, Spain",Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,41.40082,2.16942,True
"Brooklyn, NY, United States",Brooklyn,Bushwick,New York,United States,US,Point,40.69791,-73.93615,True
"Kadıköy, İstanbul, Turkey",Moda,Kadikoy,Istanbul,Turkey,TR,Point,40.98585,29.03133,True
"Montréal, Québec, Canada",Mile End,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.51889,-73.59111,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Jardim Botânico,Jardim Botânico,Rio De Janeiro,Brazil,BR,Point,-22.966253551739655,-43.23074991429229,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.984339360067814,-43.190849194463404,False
"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.52233,-73.57383,True
"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.30469,114.17158,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.1413,-8.61308,False
"Honolulu, HI, United States",Oʻahu,Primary Urban Center,Oahu,United States,US,Point,21.28634,-157.83919,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.15225,-8.61123,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Recreio dos Bandeirantes,Rio De Janeiro,Brazil,BR,Point,-23.00035792660916,-43.4311123147628,False
"Surry Hills, NSW, Australia",Darlinghurst,Sydney,Sydney,Australia,AU,Point,-33.88029,151.21554,True
"Darlinghurst, NSW, Australia",Darlinghurst,Sydney,Sydney,Australia,AU,Point,-33.87603,151.21346,False
"Fatih , İstanbul, Turkey",Fatih,Fatih,Istanbul,Turkey,TR,Point,41.0062,28.98009,False
"Beyoğlu, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.03777,28.95825,False
"New York, NY, United States",Manhattan,Chelsea,New York,United States,US,Point,40.74577,-74.00074,True
"Rozelle, NSW, Australia",Lilyfield/Rozelle,Leichhardt,Sydney,Australia,AU,Point,-33.86296,151.17956,True
"New York, NY, United States",Upper East Side,Upper East Side,New York,United States,US,Point,40.7664,-73.95854,False
"Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,41.04841,28.98713,False
"Hong Kong , 九龍, Hong Kong",Sham Shui Po District,Sham Shui Po,Hong Kong,Hong Kong,HK,Point,22.3314,114.1669,True
"Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,41.04772,28.98818,False
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.1543,-8.60867,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Laranjeiras,Laranjeiras,Rio De Janeiro,Brazil,BR,Point,-22.930541460367934,-43.1825954762751,False
"New York, NY, United States",Manhattan,Lower East Side,New York,United States,US,Point,40.72063,-73.98944,False
"Vila do Conde, Porto, Portugal",,Vila do Conde,Porto,Portugal,PT,Point,41.3596,-8.75383,False
"Queens, NY, United States",Queens,Jackson Heights,New York,United States,US,Point,40.74953,-73.88025,True
"Queens, NY, United States",Queens,Briarwood,New York,United States,US,Point,40.71485,-73.82257,True
"Kailua-Kona, HI, United States",Kailua/Kona,North Kona,The Big Island,United States,US,Point,19.5702,-155.96445,True
"Brooklyn, NY, United States",Williamsburg,Williamsburg,New York,United States,US,Point,40.71552,-73.93869,True
"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28422,114.15007,True
"Hong Kong, New Territories, Hong Kong",,Islands,Hong Kong,Hong Kong,HK,Point,22.27671,113.92823,False
"Narrabeen, NSW, Australia",,Warringah,Sydney,Australia,AU,Point,-33.71472,151.29792,True
"Istanbul, İstanbul, Turkey",,Sariyer,Istanbul,Turkey,TR,Point,41.12452,29.03693,False
"Montreal, QC, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.52028,-73.58774,True
"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.31655,114.17034,True
"Hong Kong, Kowloon, Hong Kong",Mong Kok,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.31723,114.17073,True
"New York, NY, United States",Manhattan,East Harlem,New York,United States,US,Point,40.79805,-73.93943,True
"Fairlight, NSW, Australia",Fairlight,Manly,Sydney,Australia,AU,Point,-33.79629,151.26969,False
"Lahaina, HI, United States",Maui,Lahaina,Maui,United States,US,Point,20.96996,-156.68012,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Vila Isabel,Vila Isabel,Rio De Janeiro,Brazil,BR,Point,-22.915009354482486,-43.24277868091869,False
"Zeytinburnu, İstanbul, Turkey",,Zeytinburnu,Istanbul,Turkey,TR,Point,40.99667,28.89964,False
"Rio de Janeiro, Rio de Janeiro, Brazil",,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.980051683700506,-43.1998455458952,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.96270793328072,-43.17714541632985,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Recreio dos Bandeirantes,Rio De Janeiro,Brazil,BR,Point,-23.008710784460312,-43.45296045334386,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Tijuca,Tijuca,Rio De Janeiro,Brazil,BR,Point,-22.936203246553816,-43.247421907135774,False
"Coogee, NSW, Australia",Coogee,Randwick,Sydney,Australia,AU,Point,-33.92398,151.25541,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14404,-8.61205,False
"Waianae, HI, United States",Leeward Side,Waianae,Oahu,United States,US,Point,21.4818,-158.20291,True
"Volcano, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,Point,19.42151,-155.21763,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.98034625363379,-43.20056249420509,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.011117008024065,-43.36831676949888,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.983108745795256,-43.20465630892734,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Flamengo,Flamengo,Rio De Janeiro,Brazil,BR,Point,-22.93848268819496,-43.17645081249057,False
"New York, NY, United States",Upper West Side,Upper West Side,New York,United States,US,Point,40.78558,-73.9696,True
"Brooklyn, NY, United States",Williamsburg,Williamsburg,New York,United States,US,Point,40.71577,-73.96053,True
"Istanbul, Istanbul Province, Turkey",Cihangir,Beyoglu,Istanbul,Turkey,TR,Point,41.03326,28.98538,True
"Bronx, NY, United States",Tremont,Fordham,New York,United States,US,Point,40.85598,-73.90052,True
"Şişli, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,Point,40.98837,29.06064,False
"Laie, HI, United States",Ko'olauloa,Koolauloa,Oahu,United States,US,Point,21.63549,-157.91952,True
"Hong Kong, Kowloon, Hong Kong",Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.29663,114.17088,True
"Waialua, HI, United States",Oʻahu,North Shore Oahu,Oahu,United States,US,Point,21.57561,-158.1602,False
"Rio de Janeiro, Rio de Janeiro, Brazil",,Anil,Rio De Janeiro,Brazil,BR,Point,-22.948365490450556,-43.33496705036137,True
"Rio de Janeiro, Rio de Janeiro, Brazil",,Tanque,Rio De Janeiro,Brazil,BR,Point,-22.91636184358952,-43.37035220190699,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.004633399469007,-43.3089745798612,False
"Istanbul, İstanbul, Turkey",Beşiktaş,Sariyer,Istanbul,Turkey,TR,Point,41.08835,29.05108,False
"Porto, Porto District, Portugal",,Bonfim,Porto,Portugal,PT,Point,41.16246,-8.60069,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Catete,Catete,Rio De Janeiro,Brazil,BR,Point,-22.931715899178695,-43.178886292069244,False
"Beşiktaş, İstanbul, Turkey",Beşiktaş,Besiktas,Istanbul,Turkey,TR,Point,41.05197,29.02519,True
"Kihei, HI, United States",Maui,Kihei-Makena,Maui,United States,US,Point,20.78621,-156.46881,True
"Sham Shui Po, Kowloon, Hong Kong",Sham Shui Po,Sham Shui Po,Hong Kong,Hong Kong,HK,Point,22.32733,114.16262,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.963149303022142,-43.177948896979196,True
"Matosinhos, Porto, Portugal",,Matosinhos e Leça da Palmeira,Porto,Portugal,PT,Point,41.17544,-8.68887,False
"Rio de Janeiro, State of Rio de Janeiro, Brazil",São Conrado,São Conrado,Rio De Janeiro,Brazil,BR,Point,-22.99391888061395,-43.27502007153333,False
"Porto, Porto, Portugal",,Bonfim,Porto,Portugal,PT,Point,41.1462,-8.59275,True
"Kailua-Kona, HI, United States",Island of Hawaiʻi,North Kona,The Big Island,United States,US,Point,19.61318,-155.97349,False
"Rushcutters Bay, NSW, Australia",Elizabeth Bay/Rushcutters Bay,Sydney,Sydney,Australia,AU,Point,-33.87604,151.22559,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.008991691724663,-43.353970672578306,False
"Marrickville, NSW, Australia",Marrickville,Marrickville,Sydney,Australia,AU,Point,-33.90318,151.15036,False
"Brooklyn, NY, United States",Williamsburg,Williamsburg,New York,United States,US,Point,40.70687,-73.93981,True
"Balgowlah, NSW, Australia",Balgowlah,Manly,Sydney,Australia,AU,Point,-33.7975,151.26108,True
"Greenwich, NSW, Australia",Greenwich,Lane Cove,Sydney,Australia,AU,Point,-33.8289,151.18563,True
"Beyoğlu, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.03735,28.97477,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.009702689174244,-43.32231287289854,True
"Hilo, HI, United States",Island of Hawaiʻi,South Hilo,The Big Island,United States,US,Point,19.73108,-155.09259,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.982557305257775,-43.20577175003696,False
"Barcelona, Catalunya, Spain",Can Baro,Can Baró,Barcelona,Spain,ES,Point,41.41582,2.15836,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Botafogo,Botafogo,Rio De Janeiro,Brazil,BR,Point,-22.941321220162784,-43.17933175178738,False
"Bondi Beach, NSW, Australia",Bondi Beach,Waverley,Sydney,Australia,AU,Point,-33.8872,151.27448,False
"Mongkok, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.32074,114.17094,False
"Barcelona, Catalunya, Spain",Eixample,el Fort Pienc,Barcelona,Spain,ES,Point,41.40087,2.17963,True
"Brooklyn, NY, United States",Fort Greene,Fort Greene,New York,United States,US,Point,40.69406,-73.98102,True
"New York, NY, United States",Manhattan,Harlem,New York,United States,US,Point,40.80708,-73.95211,True
"Sheung Wan, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28351,114.15241,True
"New York, NY, United States",Lower East Side,Lower East Side,New York,United States,US,Point,40.71823,-73.98319,True
"铜锣湾, 香港岛, Hong Kong",Eastern District,Wan Chai,Hong Kong,Hong Kong,HK,Point,22.28186,114.18651,True
"Honolulu, HI, United States",Oʻahu,Primary Urban Center,Oahu,United States,US,Point,21.29561,-157.78578,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.011124595436097,-43.32984175609327,True
"Rio de Janeiro, RJ, Brazil",Jardim Botânico,Jardim Botânico,Rio De Janeiro,Brazil,BR,Point,-22.96448811710617,-43.22076222600562,False
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14106,-8.61279,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Santa Teresa,Santa Teresa,Rio De Janeiro,Brazil,BR,Point,-22.917475613135107,-43.178234025801544,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14295,-8.61602,False
"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.52517,-73.60137,True
"Quarry Bay, Hong Kong Island, Hong Kong",Quarry Bay,Eastern,Hong Kong,Hong Kong,HK,Point,22.29099,114.20854,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Bonsucesso,Bonsucesso,Rio De Janeiro,Brazil,BR,Point,-22.862647394041378,-43.24972983198035,True
"Brooklyn, NY, United States",Brooklyn,South Slope,New York,United States,US,Point,40.6651,-73.98307,True
"Princeville, HI, United States",Kauaʻi,North Shore Kauai,Kauai,United States,US,Point,22.22739,-159.48653,True
"Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,41.05261,28.99363,False
"Porto, Porto, Portugal",,Bonfim,Porto,Portugal,PT,Point,41.14684,-8.60106,True
"Beyoğlu, İstanbul, Turkey",Taksim,Beyoglu,Istanbul,Turkey,TR,Point,41.03445,28.98789,True
"Hong Kong, Hong Kong Island, Hong Kong",Mid-Levels,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28028,114.15315,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.976504206582874,-43.189916447135005,False
"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.308,114.16558,True
"Kadıköy, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,Point,40.98825,29.02588,True
"Keaau, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,Point,19.56081,-155.02503,True
"Istanbul, Istanbul Province, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.03406,28.97994,False
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.16093,-8.6114,True
"Brooklyn, NY, United States",Fort Greene,Fort Greene,New York,United States,US,Point,40.6884,-73.97527,True
"Barcelona, Catalunya, Spain",el Fort Pienc,el Fort Pienc,Barcelona,Spain,ES,Point,41.39716,2.18146,True
"Barcelona, Catalunya, Spain",Sant Martí,el Clot,Barcelona,Spain,ES,Point,41.41254,2.19057,True
"Barcelona, Catalunya, Spain",Eixample,la Sagrada Família,Barcelona,Spain,ES,Point,41.41035,2.17519,True
"Istanbul, Istanbul, Turkey",Fatih,Fatih,Istanbul,Turkey,TR,Point,41.03301,28.94457,True
"Barcelona, Catalonia, Spain",Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,Point,41.38475,2.14596,True
"Brooklyn, NY, United States",Brooklyn,Williamsburg,New York,United States,US,Point,40.70528,-73.94384,True
"Üsküdar, İstanbul, Turkey",Üsküdar,Uskudar,Istanbul,Turkey,TR,Point,41.01499,29.08565,False
"Newport, NSW, Australia",,Pittwater,Sydney,Australia,AU,Point,-33.65212,151.31572,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.01216083013239,-43.43656065280531,False
"Barcelona, Catalonia, Spain",Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,Point,41.40686,2.15533,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.00878356989572,-43.343027190397,True
"Barcelona, Catalunya, Spain",El Gòtic,el Barri Gòtic,Barcelona,Spain,ES,Point,41.38049,2.17778,True
"Hong Kong, Hong Kong Island, Hong Kong",Sheung Wan,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28582,114.15202,True
"New York, NY, United States",Morningside Heights,Morningside Heights,New York,United States,US,Point,40.80732,-73.9648,True
"Rio de Janeiro, Rio de Janeiro, Brazil",São Cristóvão,São Cristóvão,Rio De Janeiro,Brazil,BR,Point,-22.89142169593252,-43.21872245840377,True
"Sheung Wan, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28354,114.14881,False
"Taksim, Cihangir, Istanbul , Beyoğlu, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.03376,28.98648,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Laranjeiras,Laranjeiras,Rio De Janeiro,Brazil,BR,Point,-22.9313871086666,-43.17974071338275,False
"Shatin , Hong Kong, Hong Kong",,Tsuen Wan,Hong Kong,Hong Kong,HK,Point,22.40547,114.12074,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.964922391816017,-43.175966118975914,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Leblon,Leblon,Rio De Janeiro,Brazil,BR,Point,-22.984162872106157,-43.22120070184858,False
"Brooklyn, NY, United States",Brooklyn,Crown Heights,New York,United States,US,Point,40.67414,-73.95667,True
"Petersham, NSW, Australia",Petersham,Marrickville,Sydney,Australia,AU,Point,-33.89931,151.15851,True
"Rio de Janeiro, RJ, Brazil",Laranjeiras,Laranjeiras,Rio De Janeiro,Brazil,BR,Point,-22.938257466286093,-43.1838890521465,False
"New York, NY, United States",Midtown,Hell's Kitchen,New York,United States,US,Point,40.76438,-73.99482,True
"Brooklyn, NY, United States",Flatbush,East Flatbush,New York,United States,US,Point,40.6536,-73.94883,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.98376501071312,-43.19841687233581,False
"Brooklyn, NY, United States",Brooklyn,Bedford-Stuyvesant,New York,United States,US,Point,40.69034,-73.95321,True
"Honolulu, HI, United States",Oʻahu,Primary Urban Center,Oahu,United States,US,Point,21.2837,-157.83937,True
"九龍, 九龍, Hong Kong",Jordan,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.30549,114.17127,False
"Jamaica , NY, United States",Jamaica,Jamaica,New York,United States,US,Point,40.68135,-73.77835,False
"New York, NY, United States",East Village,East Village,New York,United States,US,Point,40.72808,-73.98763,True
"Volcano, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,Point,19.43344,-155.2403,True
"Brooklyn, NY, United States",Brooklyn,Bay Ridge,New York,United States,US,Point,40.63199,-74.02972,True
"Kadıköy, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,Point,40.99459,29.03075,False
"Barcelona, Catalunya, Spain",Vila de Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,Point,41.40349,2.15759,True
"büyükada, İstanbul, Turkey",,Adalar,Istanbul,Turkey,TR,Point,40.862,29.11608,False
"Honolulu, HI, United States",Waikiki,Primary Urban Center,Oahu,United States,US,Point,21.27971,-157.82696,True
"Kailua, HI, United States",Kailua,Koolaupoko,Oahu,United States,US,Point,21.37812,-157.74147,True
"Barcelona, Catalunya, Spain",Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,Point,41.37724,2.17831,True
"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.30612,114.17237,True
"香港, 九龍, Hong Kong",Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.29643,114.17545,False
"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.30515,114.17242,True
"九龍, 九龍, Hong Kong",Jordan,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.30692,114.17106,False
"Barcelona, Catalunya, Spain",Sants-Montjuïc,el Poble Sec,Barcelona,Spain,ES,Point,41.37249,2.15573,True
"Barcelona, Catalunya, Spain",Sants-Montjuïc,el Poble Sec,Barcelona,Spain,ES,Point,41.3719,2.16622,True
"İstanbul, İstanbul, Turkey",Beşiktaş,Besiktas,Istanbul,Turkey,TR,Point,41.04095,29.00425,False
"Barcelona, Catalunya, Spain",El Gòtic,el Barri Gòtic,Barcelona,Spain,ES,Point,41.37783,2.17774,True
"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.49039,-73.58595,True
"New York, NY, United States",Manhattan,East Harlem,New York,United States,US,Point,40.79733,-73.93955,True
"Darlinghurst, NSW, Australia",Darlinghurst,Sydney,Sydney,Australia,AU,Point,-33.87521,151.22133,True
"Brooklyn, NY, United States",Brooklyn,Boerum Hill,New York,United States,US,Point,40.68779,-73.98517,True
"Barcelona, Catalunya, Spain",Sants-Montjuïc,el Poble Sec,Barcelona,Spain,ES,Point,41.37479,2.15566,True
"Captain Cook, HI, United States",Island of Hawaiʻi,South Kona,The Big Island,United States,US,Point,19.20636,-155.89926,True
"Barcelona, Catalonia, Spain",Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Barcelona,Spain,ES,Point,41.38701,2.17561,True
"Barcelona, Catalunya, Spain",L'Antiga Esquerra de l'Eixample,l'Antiga Esquerra de l'Eixample,Barcelona,Spain,ES,Point,41.39193,2.15255,True
"Hong Kong, Hong Kong, Hong Kong",Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,Point,22.27681,114.18233,True
"Fatih, İstanbul, Turkey",Sultanahmet,Fatih,Istanbul,Turkey,TR,Point,41.00404,28.98018,False
"Kihei, HI, United States",Maui,Kihei-Makena,Maui,United States,US,Point,20.78484,-156.46697,True
"New York, NY, United States",Upper West Side,Upper West Side,New York,United States,US,Point,40.78898,-73.97589,False
"Beaconsfield, NSW, Australia",Beaconsfield,Sydney,Sydney,Australia,AU,Point,-33.90987,151.2009,False
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14507,-8.61655,True
"Brooklyn, NY, United States",Brooklyn,Bushwick,New York,United States,US,Point,40.70017,-73.92081,True
"Tai Hang (Causeway Bay), Hong Kong Island, Hong Kong",Causeway Bay,Wan Chai,Hong Kong,Hong Kong,HK,Point,22.27928,114.19243,True
"Brooklyn, NY, United States",Brooklyn,Bedford-Stuyvesant,New York,United States,US,Point,40.68174,-73.91365,True
"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.51028,-73.57179,True
"Kailua-Kona, HI, United States",Kailua/Kona,North Kona,The Big Island,United States,US,Point,19.67155,-155.9943,False
"Barcelona, Catalunya, Spain",Gràcia,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,41.39796,2.16126,True
"Rio de Janeiro, State of Rio de Janeiro, Brazil",Leblon,Leblon,Rio De Janeiro,Brazil,BR,Point,-22.986550485203637,-43.230457787230115,False
"Fatih, İstanbul, Turkey",Sultanahmet,Fatih,Istanbul,Turkey,TR,Point,41.01001,28.977,True
"Montreal, QC, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.52572,-73.58677,True
"Brooklyn, NY, United States",Williamsburg,Williamsburg,New York,United States,US,Point,40.70998,-73.94854,True
"Rio de Janeiro, Rio de Janeiro, Brazil",,Centro,Rio De Janeiro,Brazil,BR,Point,-22.9106385343457,-43.182736348008305,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Laranjeiras,Laranjeiras,Rio De Janeiro,Brazil,BR,Point,-22.93691870901323,-43.19177327893577,True
"Rio de Janeiro, RJ, Brazil",,Recreio dos Bandeirantes,Rio De Janeiro,Brazil,BR,Point,-23.030647771247256,-43.47716330794789,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Botafogo,Botafogo,Rio De Janeiro,Brazil,BR,Point,-22.95295957541284,-43.19254931342515,True
"Barcelona, CT, Spain",Vilapicina i la Torre Llobeta,Porta,Barcelona,Spain,ES,Point,41.43038,2.17935,True
"HK, Hong Kong",,Tuen Mun,Hong Kong,Hong Kong,HK,Point,22.38087,113.99074,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.98217661277284,-43.207314073514915,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Santa Teresa,Santa Teresa,Rio De Janeiro,Brazil,BR,Point,-22.920478977773982,-43.1899284846398,True
"Wailuku, HI, United States",Maui,Kihei-Makena,Maui,United States,US,Point,20.79664,-156.5039,True
"Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,41.06018,28.98641,False
"Barcelona, Catalonia, Spain",El Raval,el Raval,Barcelona,Spain,ES,Point,41.3791,2.16851,True
"Porto, Porto District, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14736,-8.61504,True
"Harris Park, NSW, Australia",,Parramatta,Sydney,Australia,AU,Point,-33.81861,151.00818,True
"Barcelona, Catalunya, Spain",Eixample,el Parc i la Llacuna del Poblenou,Barcelona,Spain,ES,Point,41.39142,2.183,True
"Montréal, Québec, Canada",Rosemont-La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,Point,45.54904,-73.5824,True
"Kihei, HI, United States",Maui,Kihei-Makena,Maui,United States,US,Point,20.69735,-156.4409,True
"Montréal, QC, Canada",Rosemont-La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,Point,45.54566,-73.59462,False
"Kapaa, HI, United States",Kauaʻi,Kapaa-Wailua,Kauai,United States,US,Point,22.05273,-159.32835,False
"Rio de Janeiro, Rio de Janeiro, Brazil",,Pechincha,Rio De Janeiro,Brazil,BR,Point,-22.93881029842621,-43.356043748726336,False
"Barcelona, Catalunya, Spain",La Nova Esquerra de l'Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,Point,41.38005,2.15395,True
